2040,-345.1353759765625,1393.219482421875,-52.32379913330078
778,306.787109375,-421.77130126953125,-52.324134826660156
2888,-651.92236328125,611.6199951171875,25.399818420410156
2187,-766.9674682617188,-70.29531860351562,-13.46219253540039
2386,-460.1805419921875,-1335.609130859375,25.400001525878906
3271,1923.9647216796875,1133.541259765625,25.399864196777344
179,690.2706298828125,-1388.33056640625,15.684501647949219
608,-613.5739135742188,281.1807861328125,-52.32418441772461
1760,-345.1353759765625,-632.65673828125,-52.32379913330078
3581,-690.2706909179688,-632.65673828125,-52.32379913330078
703,-153.3935546875,-1265.31396484375,-52.32396697998047
159,-306.787109375,-1265.31396484375,25.4000244140625
932,2281.35986328125,968.2424926757812,-41.557533264160156
2279,191.7418212890625,1435.3619384765625,-48.38679504394531
963,-536.8773193359375,-1265.313720703125,-52.32396697998047
4327,-907.0838623046875,1005.285400390625,-52.324188232421875
2640,-651.92236328125,-421.771240234375,25.39984893798828
2566,-460.1805419921875,-773.2474365234375,25.40019989013672
97,613.5738525390625,946.3441162109375,25.399818420410156
53,613.5738525390625,-281.1807556152344,25.399818420410156
1217,191.7418212890625,-1195.0185546875,25.400100708007812
4396,-2481.704345703125,1133.54150390625,-48.119529724121094
3380,-2348.8828125,1005.285888671875,26.450965881347656
1699,421.832275390625,-1335.609130859375,-52.323997497558594
500,690.2706298828125,781.9036865234375,25.399803161621094
488,383.4837646484375,428.3607177734375,25.399803161621094
4691,-2615.32177734375,1353.6171875,21.14117431640625
3886,498.5289306640625,140.59039306640625,-52.32418441772461
576,-460.1805419921875,-562.3615112304688,-52.323848724365234
1380,421.832275390625,-70.29531860351562,25.399818420410156
1790,-728.6190795898438,-492.0664978027344,-52.323997497558594
3565,498.5289306640625,-843.542724609375,-52.32379913330078
4220,536.8773193359375,1370.572265625,-52.32379913330078
784,757.3804931640625,-421.77130126953125,-42.608642578125
2503,-191.7418212890625,-843.542724609375,25.40019989013672
1371,115.045166015625,-210.8856201171875,25.399818420410156
4487,843.9400634765625,1405.9039306640625,-13.461803436279297
269,-460.1805419921875,140.59039306640625,25.399803161621094
2990,-230.0902099609375,697.8946533203125,25.399803161621094
881,153.3935546875,1051.08447265625,-52.32418441772461
2089,1303.0406494140625,1089.7001953125,-52.324188232421875
2101,1699.6597900390625,1322.1419677734375,-52.32379913330078
1759,-345.1353759765625,-773.2474365234375,-52.32379913330078
1146,-536.8773193359375,1429.90625,-50.228294372558594
3940,-38.3485107421875,611.6199951171875,-52.324188232421875
367,613.2960205078125,1286.11572265625,25.400161743164062
736,306.787109375,-984.13330078125,-52.32379913330078
3207,728.6190185546875,1398.6724853515625,15.684700012207031
4169,-345.1353759765625,1307.248291015625,-52.323848724365234
4231,805.4539794921875,1051.08447265625,-52.32418441772461
2597,38.3482666015625,-702.9520263671875,25.40019989013672
3353,-1397.9461669921875,1195.018798828125,25.400001525878906
3104,383.4837646484375,1005.285400390625,25.399818420410156
3847,-230.0902099609375,70.295166015625,-52.324188232421875
147,-2088.2724609375,1357.0618896484375,15.684700012207031
3393,-690.2706909179688,-1335.609130859375,-52.323997497558594
3968,498.5289306640625,428.36083984375,-52.32418441772461
4695,-2615.322021484375,1051.5772705078125,-39.97797393798828
2083,1101.2982177734375,1195.0184326171875,-52.323997497558594
1895,268.438720703125,70.295166015625,-52.324188232421875
2435,268.438720703125,-1388.33056640625,15.684501647949219
1389,651.9222412109375,-70.29531860351562,25.399818420410156
2023,575.2254638671875,1005.285400390625,-52.324188232421875
